X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-73.986237,40.693667,0,0,184,13.1036539984061,2019/10/10 17:49:35+00,,,,,,,,,,,,,,,,,,,,,
-73.986214,40.69366,0,0,185,13.1036529645446,2019/10/10 17:49:37+00,,,,,,,,,,,,,,,,,,,,,
-73.986194,40.693648,0,0,186,13.103652954206,2019/10/10 17:49:39+00,,,,,,,,,,,,,,,,,,,,,
-73.986161,40.693646,0,0,187,13.1036529541026,2019/10/10 17:49:41+00,,,,,,,,,,,,,,,,,,,,,
-73.986134,40.693644,0,0,188,13.1036529541016,2019/10/10 17:49:43+00,,,,,,,,,,,,,,,,,,,,,
-73.986119,40.693629,0,0,189,13.1036529541016,2019/10/10 17:49:49+00,,,,,,,,,,,,,,,,,,,,,
-73.986105,40.693611,0,0,190,13.1036014556885,2019/10/10 17:49:54+00,,,,,,,,,,,,,,,,,,,,,
-73.986103,40.693586,0,0,191,13.1036526107788,2019/10/10 17:49:57+00,,,,,,,,,,,,,,,,,,,,,
-73.986093,40.693565,0,0,192,13.1036529537582,2019/10/10 17:50:00+00,,,,,,,,,,,,,,,,,,,,,
-73.986063,40.69358,0,0,193,13.1036529541016,2019/10/10 17:50:05+00,,,,,,,,,,,,,,,,,,,,,
-73.986092,40.693586,0,0,194,13.1036529541016,2019/10/10 17:50:07+00,,,,,,,,,,,,,,,,,,,,,
-73.98607,40.693596,0,0,195,13.1036529541016,2019/10/10 17:50:14+00,,,,,,,,,,,,,,,,,,,,,
-73.986064,40.693576,0,0,196,13.1036529541016,2019/10/10 17:50:20+00,,,,,,,,,,,,,,,,,,,,,
-73.986055,40.693559,0,0,197,13.1036529541016,2019/10/10 17:50:24+00,,,,,,,,,,,,,,,,,,,,,
-73.986059,40.69353,0,0,198,13.1036529541016,2019/10/10 17:50:26+00,,,,,,,,,,,,,,,,,,,,,
-73.986045,40.693513,0,0,199,13.1036529541016,2019/10/10 17:50:30+00,,,,,,,,,,,,,,,,,,,,,
-73.986022,40.693499,0,0,200,13.1036529541016,2019/10/10 17:50:34+00,,,,,,,,,,,,,,,,,,,,,
-73.986048,40.693524,0,0,201,13.1036529541016,2019/10/10 17:50:35+00,,,,,,,,,,,,,,,,,,,,,
-73.986028,40.693513,0,0,202,13.1036529541016,2019/10/10 17:50:37+00,,,,,,,,,,,,,,,,,,,,,
-73.986031,40.693489,0,0,203,13.1036529541016,2019/10/10 17:50:39+00,,,,,,,,,,,,,,,,,,,,,
-73.986023,40.693472,0,0,204,13.1036529541016,2019/10/10 17:50:42+00,,,,,,,,,,,,,,,,,,,,,
-73.986011,40.693461,0,0,205,13.1036529541016,2019/10/10 17:50:47+00,,,,,,,,,,,,,,,,,,,,,
-73.986035,40.693462,0,0,206,13.1036529541016,2019/10/10 17:50:48+00,,,,,,,,,,,,,,,,,,,,,
-73.986068,40.69346,0,0,207,13.1036529541016,2019/10/10 17:50:51+00,,,,,,,,,,,,,,,,,,,,,
-73.986085,40.693476,0,0,208,13.1036529541016,2019/10/10 17:50:52+00,,,,,,,,,,,,,,,,,,,,,
-73.986108,40.693465,0,0,209,13.1036529541016,2019/10/10 17:50:55+00,,,,,,,,,,,,,,,,,,,,,
-73.986147,40.693436,0,0,210,13.1283732223511,2019/10/10 17:50:58+00,,,,,,,,,,,,,,,,,,,,,
-73.98617,40.693451,0,0,211,13.2081660490799,2019/10/10 17:51:01+00,,,,,,,,,,,,,,,,,,,,,
-73.986208,40.693464,0,0,212,13.2401823417957,2019/10/10 17:51:03+00,,,,,,,,,,,,,,,,,,,,,
-73.986231,40.693468,0,0,213,13.2831513823729,2019/10/10 17:51:04+00,,,,,,,,,,,,,,,,,,,,,
-73.986212,40.693455,0,0,214,13.3206089949028,2019/10/10 17:51:06+00,,,,,,,,,,,,,,,,,,,,,
-73.986205,40.693435,0,0,215,13.303150877466,2019/10/10 17:51:10+00,,,,,,,,,,,,,,,,,,,,,
-73.986197,40.693456,0,0,216,13.2858729814004,2019/10/10 17:51:12+00,,,,,,,,,,,,,,,,,,,,,
